symbol,week,closed,stopped,weeks_held,rule_pct,mfe_pct,mae_pct,hold12_pct,near_results
CONCOR,2024-04-20/2024-04-26,True,True,2,-7.5,0.08,-9.69,-6.65,False
KIRLOSIND,2024-04-20/2024-04-26,True,False,12,7.3,25.92,-6.39,7.3,False
MMFL,2024-04-20/2024-04-26,True,True,12,-46.12,21.02,-46.7,-46.12,False
MOIL,2024-04-20/2024-04-26,True,False,12,15.63,39.22,-6.27,15.63,False
SUDARSCHEM,2024-04-20/2024-04-26,True,False,12,22.95,32.61,-6.46,22.95,False
TDPOWERSYS,2024-04-20/2024-04-26,True,True,2,-17.21,1.63,-18.99,8.26,False
UBL,2024-04-20/2024-04-26,True,True,2,-6.7,0.82,-7.59,-0.79,False
LEMONTREE,2024-04-27/2024-05-03,True,True,4,-11.89,2.1,-12.44,-5.36,False
PFC,2024-04-27/2024-05-03,True,False,12,18.06,27.05,-13.43,18.06,False
RANEHOLDIN,2024-04-27/2024-05-03,True,True,4,-15.24,5.88,-15.98,20.0,False
RECLTD,2024-04-27/2024-05-03,True,False,12,17.87,23.16,-23.11,17.87,True
ARVIND,2024-05-04/2024-05-10,True,False,12,3.11,12.16,-9.22,3.11,True
CGPOWER,2024-05-04/2024-05-10,True,False,12,26.15,35.13,-5.34,26.15,True
GODREJCP,2024-05-04/2024-05-10,True,True,3,-4.07,1.91,-4.91,10.19,True
PRESTIGE,2024-05-04/2024-05-10,True,False,12,14.58,40.19,-6.35,14.58,False
VGUARD,2024-05-04/2024-05-10,True,False,12,29.78,48.77,-2.71,29.78,True
VIJAYA,2024-05-04/2024-05-10,True,True,7,-5.66,10.86,-8.04,-0.95,True
AARTIPHARM,2024-05-11/2024-05-17,True,True,2,-9.37,3.01,-11.22,-4.05,True
BEL,2024-05-11/2024-05-17,True,False,12,6.78,20.32,-18.73,6.78,True
DYCL,2024-05-11/2024-05-17,True,True,2,-6.56,3.41,-8.45,-5.58,True
HAL,2024-05-11/2024-05-17,True,True,11,-1.14,19.47,-17.47,-0.55,True
ADANIENT,2024-05-18/2024-05-24,True,True,6,-6.26,11.49,-18.58,-7.42,False
LUMAXIND,2024-05-18/2024-05-24,True,False,12,-7.55,4.25,-20.75,-7.55,True
METROPOLIS,2024-05-18/2024-05-24,True,False,12,5.07,9.04,-8.82,5.07,True
PARAS,2024-05-18/2024-05-24,True,False,12,21.31,82.02,-14.29,21.31,True
PRIMESECU,2024-05-18/2024-05-24,True,False,12,19.9,32.69,-19.66,19.9,False
SOLARINDS,2024-05-18/2024-05-24,True,False,12,4.23,32.03,-21.68,4.23,True
UNOMINDA,2024-05-18/2024-05-24,True,False,12,35.42,41.37,-5.5,35.42,True
COROMANDEL,2024-05-25/2024-05-31,True,False,12,31.47,34.51,-6.35,31.47,False
GLENMARK,2024-05-25/2024-05-31,True,False,12,43.55,44.21,-11.73,43.55,True
HERITGFOOD,2024-05-25/2024-05-31,True,False,12,25.94,67.21,-6.9,25.94,True
JKIL,2024-05-25/2024-05-31,True,False,12,10.58,21.55,-18.26,10.58,True
JSL,2024-05-25/2024-05-31,True,True,9,-11.01,3.41,-13.77,-10.88,False
MOTHERSON,2024-05-25/2024-05-31,True,False,12,23.81,30.8,-15.78,23.81,True
SAKUMA,2024-05-25/2024-05-31,True,True,10,-79.06,5.9,-80.51,-78.6,True
ABSLAMC,2024-06-01/2024-06-07,True,False,12,25.38,29.89,-1.45,25.38,False
ASHOKA,2024-06-01/2024-06-07,True,False,12,9.11,27.06,-2.32,9.11,False
AVANTIFEED,2024-06-01/2024-06-07,True,False,12,8.92,27.34,-6.21,8.92,False
BECTORFOOD,2024-06-01/2024-06-07,True,True,3,-7.99,4.79,-8.87,7.64,True
BHARTIARTL,2024-06-01/2024-06-07,True,False,12,11.82,13.18,-3.39,11.82,False
BIOCON,2024-06-01/2024-06-07,True,False,12,6.24,11.48,-5.21,6.24,False
COROMANDEL,2024-06-01/2024-06-07,True,False,12,25.14,27.33,-1.28,25.14,False
EIDPARRY,2024-06-01/2024-06-07,True,False,12,16.83,23.26,-1.25,16.83,False
ENDURANCE,2024-06-01/2024-06-07,True,False,12,1.4,25.47,-1.0,1.4,False
ERIS,2024-06-01/2024-06-07,True,False,12,36.77,37.83,-2.75,36.77,False
GILLETTE,2024-06-01/2024-06-07,True,True,3,-3.65,6.38,-3.94,18.17,False
GODREJCP,2024-06-01/2024-06-07,True,True,2,-5.12,1.24,-5.38,3.58,False
GREENPLY,2024-06-01/2024-06-07,True,False,12,32.81,42.52,-4.17,32.81,False
KCP,2024-06-01/2024-06-07,True,True,9,-13.1,9.24,-17.12,-9.28,False
MPSLTD,2024-06-01/2024-06-07,True,True,3,-1.68,6.22,-3.82,19.9,False
NAVA,2024-06-01/2024-06-07,True,False,12,61.71,73.01,-1.13,61.71,False
SUNTECK,2024-06-01/2024-06-07,True,False,12,9.96,34.99,-1.91,9.96,True
SUNTV,2024-06-01/2024-06-07,True,False,12,13.91,27.64,-1.04,13.91,False
ASHIANA,2024-06-08/2024-06-14,True,True,3,-7.25,6.16,-7.58,-26.6,False
CHEMPLASTS,2024-06-08/2024-06-14,True,True,2,-14.44,0.02,-15.38,-19.74,False
DONEAR,2024-06-08/2024-06-14,True,True,4,-6.89,11.6,-7.4,16.82,False
EIHAHOTELS,2024-06-08/2024-06-14,True,True,5,-3.4,7.88,-5.02,-55.42,False
GUJGASLTD,2024-06-08/2024-06-14,True,True,10,-6.02,8.74,-8.16,5.53,False
HFCL,2024-06-08/2024-06-14,True,True,2,-8.73,5.24,-13.31,23.3,False
JAYAGROGN,2024-06-08/2024-06-14,True,True,5,-0.99,13.49,-3.2,-0.7,False
JTEKTINDIA,2024-06-08/2024-06-14,True,True,8,-8.06,15.04,-9.73,-15.39,False
MAHEPC,2024-06-08/2024-06-14,True,True,2,-25.93,1.11,-27.21,-28.49,False
MAWANASUG,2024-06-08/2024-06-14,True,True,2,-0.14,13.23,-2.14,-1.04,False
NATCOPHARM,2024-06-08/2024-06-14,True,True,2,-6.49,0.93,-8.25,25.0,False
OFSS,2024-06-08/2024-06-14,True,False,12,13.59,21.2,-1.06,13.59,False
SHARDAMOTR,2024-06-08/2024-06-14,True,False,12,45.4,64.37,-1.67,45.4,False
SWARAJENG,2024-06-08/2024-06-14,True,False,12,17.39,23.0,-2.32,17.39,False
USHAMART,2024-06-08/2024-06-14,True,True,5,-8.7,5.68,-9.47,-13.3,False
VARROC,2024-06-08/2024-06-14,True,True,2,-5.87,2.35,-7.43,-18.24,False
ASAHIINDIA,2024-06-15/2024-06-21,True,True,3,-3.93,6.18,-5.07,0.71,False
BEPL,2024-06-15/2024-06-21,True,False,12,20.08,31.69,-12.13,20.08,False
DBL,2024-06-15/2024-06-21,True,True,4,-3.5,6.37,-3.99,7.17,False
GREENPLY,2024-06-15/2024-06-21,True,False,12,28.63,35.27,-2.81,28.63,False
HUHTAMAKI,2024-06-15/2024-06-21,True,False,12,1.68,18.89,-5.76,1.68,False
INSECTICID,2024-06-15/2024-06-21,True,False,12,32.96,51.3,-6.17,32.96,False
KALYANKJIL,2024-06-15/2024-06-21,True,False,12,58.24,65.52,-3.87,58.24,False
KRISHANA,2024-06-15/2024-06-21,True,True,3,-7.76,2.38,-7.86,-18.01,False
MHRIL,2024-06-15/2024-06-21,True,True,2,-5.8,5.2,-6.02,-11.74,False
MINDACORP,2024-06-15/2024-06-21,True,False,12,15.09,38.02,-2.6,15.09,False
PRICOLLTD,2024-06-15/2024-06-21,True,False,12,-2.53,9.26,-7.14,-2.53,False
PUNJABCHEM,2024-06-15/2024-06-21,True,True,6,-8.92,11.07,-10.54,-14.59,False
SPAL,2024-06-15/2024-06-21,True,False,12,45.52,63.99,0.0,45.52,False
UDAICEMENT,2024-06-15/2024-06-21,True,True,4,-4.4,13.02,-6.98,-21.65,False
360ONE,2024-06-22/2024-06-28,True,False,12,9.47,22.11,-7.52,9.47,False
BFINVEST,2024-06-22/2024-06-28,True,True,2,-4.58,5.55,-6.47,-14.58,False
CDSL,2024-06-22/2024-06-28,True,True,3,-5.57,4.9,-6.61,-36.42,False
GRWRHITECH,2024-06-22/2024-06-28,True,True,2,-5.12,10.56,-5.76,36.07,False
GULFOILLUB,2024-06-22/2024-06-28,True,True,2,-2.17,8.79,-6.46,15.74,False
JINDALPHOT,2024-06-22/2024-06-28,True,True,2,-5.02,9.8,-5.39,-8.22,False
JPOLYINVST,2024-06-22/2024-06-28,True,True,2,-6.55,5.39,-7.87,-9.09,False
KICL,2024-06-22/2024-06-28,True,True,4,-4.03,5.63,-13.98,-4.22,False
LGBBROSLTD,2024-06-22/2024-06-28,True,True,3,-1.51,6.0,-4.18,-5.72,False
LUMAXTECH,2024-06-22/2024-06-28,True,True,2,-2.38,4.7,-3.87,-2.78,False
NSIL,2024-06-22/2024-06-28,True,True,3,-4.59,7.35,-4.99,1.86,False
PILANIINVS,2024-06-22/2024-06-28,True,True,3,-7.54,0.0,-11.18,-0.08,False
SPAL,2024-06-22/2024-06-28,True,False,12,28.73,54.83,0.0,28.73,False
TIDEWATER,2024-06-22/2024-06-28,True,True,3,-2.8,6.33,-3.18,2.65,False
ZUARIIND,2024-06-22/2024-06-28,True,True,3,-7.45,7.5,-8.85,-8.12,False
AWHCL,2024-06-29/2024-07-05,True,False,12,22.28,53.14,-5.37,22.28,False
AYMSYNTEX,2024-06-29/2024-07-05,True,False,12,82.13,132.93,-6.19,82.13,False
DCMNVL,2024-06-29/2024-07-05,True,True,3,-22.34,0.0,-31.25,-22.5,False
FDC,2024-06-29/2024-07-05,True,True,6,-7.33,5.23,-10.9,4.1,False
INDOBORAX,2024-06-29/2024-07-05,True,True,5,-9.24,5.31,-14.58,5.56,False
MARKSANS,2024-06-29/2024-07-05,True,False,12,60.8,73.03,-7.32,60.8,False
ONEPOINT,2024-06-29/2024-07-05,True,True,6,-14.15,0.13,-18.89,-6.5,False
RANEHOLDIN,2024-06-29/2024-07-05,True,True,4,-7.6,3.8,-13.82,14.31,False
SGIL,2024-06-29/2024-07-05,True,True,2,-21.34,0.14,-22.28,-2.67,False
SILINV,2024-06-29/2024-07-05,True,True,2,-8.23,2.09,-10.13,-1.41,False
SPAL,2024-06-29/2024-07-05,True,False,12,18.93,35.02,-6.99,18.93,False
SUNFLAG,2024-06-29/2024-07-05,True,True,2,-6.56,3.69,-8.55,-8.48,False
ARTEMISMED,2024-07-06/2024-07-12,True,False,12,23.24,40.22,-7.96,23.24,False
GICHSGFIN,2024-07-06/2024-07-12,True,True,3,-7.88,0.09,-14.91,-15.9,False
GLAND,2024-07-06/2024-07-12,True,True,5,-4.71,8.81,-6.45,-14.31,False
HINDOILEXP,2024-07-06/2024-07-12,True,False,12,1.2,25.15,-6.02,1.2,False
INDIAGLYCO,2024-07-06/2024-07-12,True,False,12,34.14,42.81,-2.37,34.14,False
JUBLINGREA,2024-07-06/2024-07-12,True,False,12,31.09,38.12,-13.37,31.09,True
KELLTONTEC,2024-07-06/2024-07-12,True,True,8,-7.17,15.55,-12.92,-12.73,True
KPITTECH,2024-07-06/2024-07-12,True,True,2,-4.96,1.42,-9.39,-10.15,False
MANAPPURAM,2024-07-06/2024-07-12,True,True,2,-5.34,2.4,-10.89,-15.87,False
MAZDA,2024-07-06/2024-07-12,True,True,4,-17.71,0.68,-19.47,-18.45,False
NDRAUTO,2024-07-06/2024-07-12,True,True,11,-10.39,93.66,-14.63,-21.59,False
NLCINDIA,2024-07-06/2024-07-12,True,True,4,-5.34,11.36,-13.74,-1.3,False
ONGC,2024-07-06/2024-07-12,True,True,9,-6.53,10.65,-9.16,-5.31,False
PCJEWELLER,2024-07-06/2024-07-12,True,False,12,123.52,163.48,-6.85,123.52,False
POWERMECH,2024-07-06/2024-07-12,True,True,4,-4.15,11.11,-8.04,6.71,False
SBCL,2024-07-06/2024-07-12,True,True,4,-17.19,4.84,-18.77,-5.41,False
SCI,2024-07-06/2024-07-12,True,True,2,-20.03,1.18,-20.28,-29.77,False
SONACOMS,2024-07-06/2024-07-12,True,True,4,-7.22,4.5,-11.48,-4.76,False
SPORTKING,2024-07-06/2024-07-12,True,True,9,-84.4,68.92,-84.49,-88.12,False
SUNTV,2024-07-06/2024-07-12,True,True,6,-4.54,14.28,-5.25,0.74,False
TBZ,2024-07-06/2024-07-12,True,False,12,75.79,141.37,-11.92,75.79,False
TIPSINDLTD,2024-07-06/2024-07-12,False,False,11,23.28,41.43,-4.5,,False
WELCORP,2024-07-06/2024-07-12,True,False,12,9.58,20.91,-8.63,9.58,False
JUSTDIAL,2024-07-13/2024-07-19,True,True,10,-7.16,10.31,-9.29,4.32,True
LICI,2024-07-13/2024-07-19,True,True,7,-5.55,11.09,-8.75,-13.74,False
MPHASIS,2024-07-13/2024-07-19,True,True,2,-3.23,7.43,-3.45,0.29,True
POWERMECH,2024-07-13/2024-07-19,True,True,3,-7.09,7.71,-10.85,-48.5,False
QUICKHEAL,2024-07-13/2024-07-19,True,False,12,31.36,33.52,-13.89,31.36,True
VSTIND,2024-07-13/2024-07-19,True,True,7,-89.48,7.51,-89.95,-91.69,True
ARVSMART,2024-07-20/2024-07-26,True,True,2,-10.52,1.08,-12.57,3.27,True
CHEMFAB,2024-07-20/2024-07-26,True,False,12,27.52,40.24,-5.85,27.52,False
CSLFINANCE,2024-07-20/2024-07-26,True,True,2,-17.79,0.57,-20.97,-24.49,True
EKC,2024-07-20/2024-07-26,True,True,2,-4.52,10.33,-5.43,20.17,False
ETHOSLTD,2024-07-20/2024-07-26,True,True,4,-8.92,5.23,-12.44,-6.44,False
ICICIPRULI,2024-07-20/2024-07-26,True,False,12,2.82,9.92,-3.8,2.82,True
IDBI,2024-07-20/2024-07-26,True,True,3,-10.19,2.76,-13.24,-20.61,True
INDIAMART,2024-07-20/2024-07-26,True,True,3,-10.29,4.39,-14.29,-1.66,True
ITC,2024-07-20/2024-07-26,True,False,12,-3.72,4.55,-5.36,-3.72,True
JYOTHYLAB,2024-07-20/2024-07-26,True,True,12,-7.73,7.36,-9.98,-7.73,True
KARURVYSYA,2024-07-20/2024-07-26,True,True,2,-4.39,3.54,-8.56,-1.27,True
LICI,2024-07-20/2024-07-26,True,True,2,-5.12,2.29,-9.92,-21.74,False
MARKSANS,2024-07-20/2024-07-26,True,True,2,-3.93,6.64,-7.72,38.82,False
MMP,2024-07-20/2024-07-26,True,True,12,-6.76,36.28,-9.23,-6.76,True
NAHARINDUS,2024-07-20/2024-07-26,True,True,3,-3.78,10.83,-10.38,-8.96,False
NITINSPIN,2024-07-20/2024-07-26,True,True,8,-7.12,9.73,-11.29,-5.93,True
NTPC,2024-07-20/2024-07-26,True,False,12,5.19,11.0,-4.63,5.19,True
ORCHPHARMA,2024-07-20/2024-07-26,True,True,10,-11.44,9.66,-21.07,-7.06,False
PETRONET,2024-07-20/2024-07-26,True,True,6,-4.57,3.57,-5.51,-5.8,True
POWERMECH,2024-07-20/2024-07-26,True,True,2,-11.34,2.45,-14.93,-49.74,False
PSB,2024-07-20/2024-07-26,True,True,2,-13.65,5.05,-15.98,-24.41,True
QUESS,2024-07-20/2024-07-26,True,False,12,4.72,21.53,-9.61,4.72,True
SNOWMAN,2024-07-20/2024-07-26,True,True,3,-13.54,1.54,-16.06,-12.29,False
SRHHYPOLTD,2024-07-20/2024-07-26,True,True,2,-10.61,1.63,-15.32,24.25,False
SUKHJITS,2024-07-20/2024-07-26,True,True,3,-7.9,3.15,-10.37,11.76,False
TATAMTRDVR,2024-07-20/2024-07-26,True,True,2,-4.73,4.71,-9.45,,True
THYROCARE,2024-07-20/2024-07-26,True,False,12,12.34,18.64,-5.1,12.34,True
VINDHYATEL,2024-07-20/2024-07-26,True,True,2,-9.79,6.76,-14.6,-30.0,False
AJANTPHARM,2024-07-27/2024-08-02,True,False,12,6.97,25.54,-2.13,6.97,True
AKSHARCHEM,2024-07-27/2024-08-02,True,True,12,-23.06,1.01,-25.22,-23.06,True
BALRAMCHIN,2024-07-27/2024-08-02,True,False,12,27.04,44.73,-2.3,27.04,False
COLPAL,2024-07-27/2024-08-02,True,True,12,-6.66,17.81,-7.45,-6.66,True
DCW,2024-07-27/2024-08-02,True,False,12,36.47,70.82,-3.5,36.47,False
DIVISLAB,2024-07-27/2024-08-02,True,True,2,-6.07,1.85,-6.29,17.17,True
DVL,2024-07-27/2024-08-02,True,False,12,-2.42,29.45,-6.72,-2.42,False
GLOBUSSPR,2024-07-27/2024-08-02,True,True,2,-10.8,0.46,-12.12,3.67,False
HIRECT,2024-07-27/2024-08-02,True,False,12,18.89,39.76,-10.55,18.89,True
IGARASHI,2024-07-27/2024-08-02,True,False,12,15.51,36.79,-4.33,15.51,True
KFINTECH,2024-07-27/2024-08-02,True,False,12,12.15,41.4,-3.6,12.15,True
KHADIM,2024-07-27/2024-08-02,True,True,2,-14.17,1.78,-16.38,-10.12,True
KHAICHEM,2024-07-27/2024-08-02,True,True,9,-13.6,9.74,-15.33,-26.55,False
LAMBODHARA,2024-07-27/2024-08-02,True,True,2,-6.92,16.33,-12.19,-29.1,False
MINDACORP,2024-07-27/2024-08-02,True,True,12,-6.57,27.1,-8.57,-6.57,True
MONARCH,2024-07-27/2024-08-02,True,True,6,-36.93,35.16,-38.69,-44.99,False
MUNJALAU,2024-07-27/2024-08-02,True,False,12,19.5,42.84,-5.67,19.5,True
MUNJALSHOW,2024-07-27/2024-08-02,True,True,12,-15.44,11.4,-16.44,-15.44,False
NTPC,2024-07-27/2024-08-02,True,True,2,-2.35,4.24,-3.52,-2.15,True
NYKAA,2024-07-27/2024-08-02,True,True,12,-9.24,17.78,-11.72,-9.24,False
PFIZER,2024-07-27/2024-08-02,True,True,7,-2.56,15.2,-3.61,-5.3,True
RADHIKAJWE,2024-07-27/2024-08-02,True,False,12,39.36,109.81,-11.45,39.36,False
ROSSARI,2024-07-27/2024-08-02,True,True,10,-5.03,8.08,-8.77,-15.06,False
RPOWER,2024-07-27/2024-08-02,True,False,12,16.36,60.12,-12.81,16.36,False
RPSGVENT,2024-07-27/2024-08-02,True,False,12,22.87,66.05,-9.85,22.87,True
SHIVAMAUTO,2024-07-27/2024-08-02,True,True,3,-29.11,22.21,-35.81,-21.15,False
STAR,2024-07-27/2024-08-02,True,False,12,42.45,58.14,-3.18,42.45,True
TCPLPACK,2024-07-27/2024-08-02,True,False,12,1.63,19.59,-4.73,1.63,True
TORNTPOWER,2024-07-27/2024-08-02,True,True,2,-6.73,2.21,-7.51,6.29,True
VENUSREM,2024-07-27/2024-08-02,True,True,2,-19.8,0.0,-20.89,-22.18,False
ZOTA,2024-07-27/2024-08-02,True,True,8,-8.26,7.46,-9.59,-13.41,False
ALKEM,2024-08-03/2024-08-09,True,False,12,-0.76,10.08,-3.84,-0.76,True
CAPACITE,2024-08-03/2024-08-09,True,False,12,10.56,21.01,-3.92,10.56,True
CERA,2024-08-03/2024-08-09,True,True,2,-7.23,1.9,-8.47,-30.84,True
IMAGICAA,2024-08-03/2024-08-09,True,True,6,-10.05,8.8,-17.24,-17.81,True
TRITURBINE,2024-08-03/2024-08-09,True,True,8,-3.23,21.65,-3.67,1.66,True
VENKEYS,2024-08-03/2024-08-09,True,True,7,-15.17,9.87,-15.51,-20.88,True
AUROPHARMA,2024-08-10/2024-08-16,True,True,7,-2.4,5.98,-6.33,-11.62,True
ISEC,2024-08-10/2024-08-16,True,False,12,4.75,14.59,-3.47,4.75,False
KRITINUT,2024-08-10/2024-08-16,True,True,2,-10.57,3.06,-23.11,-21.1,False
POLICYBZR,2024-08-10/2024-08-16,True,False,12,-1.48,15.42,-9.32,-1.48,True
AARTIDRUGS,2024-08-17/2024-08-23,True,True,2,-2.03,12.37,-2.5,-16.94,False
GUJAPOLLO,2024-08-17/2024-08-23,True,True,2,-5.69,10.29,-20.21,-14.73,True
HIRECT,2024-08-17/2024-08-23,True,True,2,-5.92,5.0,-9.79,14.91,False
INDIGO,2024-08-17/2024-08-23,True,True,9,-7.46,6.72,-8.54,-17.52,False
JINDALSAW,2024-08-17/2024-08-23,True,True,7,-49.17,9.23,-49.89,-57.6,False
NELCO,2024-08-17/2024-08-23,True,True,4,-6.67,17.31,-7.84,-22.11,False
NYKAA,2024-08-17/2024-08-23,True,True,3,-9.39,0.13,-10.22,-24.81,True
STERTOOLS,2024-08-17/2024-08-23,True,True,2,-7.53,9.98,-8.82,2.99,True
UTIAMC,2024-08-17/2024-08-23,True,False,12,13.76,21.4,-4.04,13.76,False
VOLTAS,2024-08-17/2024-08-23,True,True,10,-2.8,15.08,-4.28,1.09,True
ADFFOODS,2024-08-24/2024-08-30,True,False,12,11.47,19.3,-16.69,11.47,False
BECTORFOOD,2024-08-24/2024-08-30,True,False,12,4.68,35.38,-3.45,4.68,False
BHARTIARTL,2024-08-24/2024-08-30,True,False,12,-2.22,10.84,-5.86,-2.22,False
DEEPENR,2024-08-24/2024-08-30,False,False,1,43.71,43.75,0.0,,False
GSPL,2024-08-24/2024-08-30,True,True,3,-4.38,11.85,-6.3,-20.92,False
INDIGO,2024-08-24/2024-08-30,True,True,5,-5.83,2.87,-6.22,-15.36,False
RADICO,2024-08-24/2024-08-30,True,False,12,15.3,27.35,-2.74,15.3,False
SUNDARMHLD,2024-08-24/2024-08-30,True,True,4,-12.95,5.61,-13.5,-26.24,False
TORNTPHARM,2024-08-24/2024-08-30,True,True,9,-8.51,2.49,-11.95,-9.6,False
VIMTALABS,2024-08-24/2024-08-30,True,True,3,-9.86,11.91,-11.57,22.13,False
BAJAJFINSV,2024-08-31/2024-09-06,True,True,7,-8.2,9.13,-8.7,-15.06,False
DPABHUSHAN,2024-08-31/2024-09-06,True,True,11,-4.16,20.22,-4.86,-6.1,False
GODREJIND,2024-08-31/2024-09-06,True,True,4,-8.74,4.02,-11.45,-11.8,False
M&MFIN,2024-08-31/2024-09-06,True,True,4,-7.58,5.51,-8.03,-15.9,False
PPLPHARMA,2024-08-31/2024-09-06,True,False,12,19.44,36.84,-6.89,19.44,False
SBC,2024-08-31/2024-09-06,True,True,3,-4.99,6.31,-5.89,-23.59,False
SBICARD,2024-08-31/2024-09-06,True,True,4,-7.2,2.07,-7.69,-12.51,False
SYNGENE,2024-08-31/2024-09-06,True,True,3,-1.92,4.86,-3.98,4.37,False
APARINDS,2024-09-07/2024-09-13,True,True,8,-12.12,6.8,-12.38,-2.87,False
BAJAJ-AUTO,2024-09-07/2024-09-13,True,True,5,-14.23,8.86,-16.13,-22.45,False
CAMPUS,2024-09-07/2024-09-13,True,True,4,-3.34,13.94,-5.88,-7.48,False
CENTURYTEX,2024-09-07/2024-09-13,False,False,4,-6.13,1.56,-10.41,,False
GOCOLORS,2024-09-07/2024-09-13,True,True,6,-5.16,11.27,-7.6,-12.52,False
HIKAL,2024-09-07/2024-09-13,True,True,3,-9.43,3.63,-11.05,10.44,False
KABRAEXTRU,2024-09-07/2024-09-13,True,True,2,-12.74,1.91,-13.57,5.04,False
TATACOMM,2024-09-07/2024-09-13,True,True,5,-9.69,4.87,-12.82,-13.78,False
UNICHEMLAB,2024-09-07/2024-09-13,True,False,12,17.2,42.57,-6.13,17.2,False
AARTISURF,2024-09-14/2024-09-20,True,True,2,-4.99,3.1,-6.11,-49.88,False
CREST,2024-09-14/2024-09-20,True,True,2,-15.57,4.18,-16.24,-21.17,False
HITECHCORP,2024-09-14/2024-09-20,True,True,2,-2.86,10.47,-4.24,-10.0,False
ICICIBANK,2024-09-14/2024-09-20,True,True,2,-6.86,0.18,-7.12,1.04,False
ICRA,2024-09-14/2024-09-20,True,True,3,-3.98,3.14,-4.55,-7.96,False
LLOYDSME,2024-09-14/2024-09-20,True,False,12,30.79,33.58,-1.64,30.79,False
MAXHEALTH,2024-09-14/2024-09-20,True,True,2,-12.78,5.26,-14.53,11.11,False
NESTLEIND,2024-09-14/2024-09-20,True,True,2,-3.96,2.69,-4.25,-16.7,False
ABFRL,2024-09-21/2024-09-27,True,True,4,-14.93,1.39,-16.67,-20.06,False
BLUESTARCO,2024-09-21/2024-09-27,True,True,2,-4.75,3.75,-10.84,-6.72,False
COLPAL,2024-09-21/2024-09-27,True,True,2,-2.39,2.91,-3.88,-27.23,False
ECLERX,2024-09-21/2024-09-27,True,True,4,-7.49,7.33,-9.67,20.41,False
MANYAVAR,2024-09-21/2024-09-27,True,False,12,-4.41,11.26,-9.68,-4.41,False
MUTHOOTCAP,2024-09-21/2024-09-27,True,True,4,-19.96,3.45,-22.23,-13.56,False
SURYAROSNI,2024-09-21/2024-09-27,True,True,3,-7.84,1.91,-10.95,-24.95,False
TATAPOWER,2024-09-21/2024-09-27,True,True,3,-6.56,1.19,-9.62,-17.37,False
VEDL,2024-09-21/2024-09-27,True,True,2,-4.14,0.9,-6.63,-8.04,False
VIDHIING,2024-09-21/2024-09-27,True,True,2,-4.82,2.49,-9.88,7.65,False
NATIONALUM,2024-09-28/2024-10-04,True,False,12,-3.35,19.0,-9.5,-3.35,False
VIJAYA,2024-09-28/2024-10-04,True,True,3,-8.46,12.0,-9.24,8.68,False
BARBEQUE,2024-10-05/2024-10-11,True,True,2,-20.66,3.96,-25.49,-36.11,False
CGPOWER,2024-10-05/2024-10-11,True,True,2,-13.36,0.93,-16.76,-14.15,False
DIVISLAB,2024-10-05/2024-10-11,True,True,2,-5.85,2.21,-7.29,-1.49,False
EMUDHRA,2024-10-05/2024-10-11,True,True,2,-8.23,3.44,-11.98,-0.55,False
GUJALKALI,2024-10-05/2024-10-11,True,True,5,-10.65,1.97,-13.27,-14.5,False
IPCALAB,2024-10-05/2024-10-11,True,True,2,-4.66,2.92,-7.01,4.51,False
SBCL,2024-10-05/2024-10-11,True,True,2,-11.09,2.8,-12.62,-15.25,False
TATACHEM,2024-10-05/2024-10-11,True,True,10,-13.83,4.47,-14.49,-13.91,True
FIVESTAR,2024-10-12/2024-10-18,True,True,2,-19.96,5.4,-21.97,-24.41,False
HDFCAMC,2024-10-12/2024-10-18,True,True,4,-9.75,1.25,-11.78,-18.9,True
PREMIERPOL,2024-10-12/2024-10-18,True,True,10,-1.51,29.21,-6.36,2.11,True
REDTAPE,2024-10-12/2024-10-18,True,True,4,-12.81,3.4,-13.06,-20.56,False
SILINV,2024-10-12/2024-10-18,True,True,2,-25.14,21.59,-31.17,-18.53,False
CIGNITITEC,2024-10-19/2024-10-25,True,True,3,-9.38,2.07,-9.9,4.24,True
MFSL,2024-10-19/2024-10-25,True,True,2,-4.06,2.23,-4.46,-14.35,True
PAR,2024-10-19/2024-10-25,True,True,3,-1.42,18.07,-2.53,-31.79,True
AMIORG,2024-10-26/2024-11-01,True,False,12,-0.27,20.35,-3.34,-0.27,False
DYCL,2024-10-26/2024-11-01,True,False,12,6.68,36.53,-11.13,6.68,True
PARADEEP,2024-10-26/2024-11-01,True,False,12,15.8,26.91,-2.15,15.8,True
POLYMED,2024-10-26/2024-11-01,True,True,2,-14.25,0.0,-20.51,-22.37,True
BANCOINDIA,2024-11-09/2024-11-15,True,True,7,-44.57,36.46,-46.88,-47.04,True
PIXTRANS,2024-11-09/2024-11-15,True,True,9,-3.85,29.87,-5.73,-1.99,True
RAMCOCEM,2024-11-09/2024-11-15,True,True,9,-1.9,17.63,-4.43,-0.7,True
SASKEN,2024-11-09/2024-11-15,True,True,12,-7.4,19.08,-16.89,-7.4,False
ASTERDM,2024-11-23/2024-11-29,True,True,10,-6.76,5.38,-7.99,-18.24,False
GENESYS,2024-11-23/2024-11-29,True,True,8,-1.44,15.93,-2.57,-20.05,False
KABRAEXTRU,2024-11-23/2024-11-29,True,True,2,-2.42,6.37,-5.02,-24.33,False
LAURUSLABS,2024-11-23/2024-11-29,True,True,3,-0.85,5.14,-1.76,-7.54,False
