symbol,week,closed,stopped,weeks_held,rule_pct,mfe_pct,mae_pct,hold12_pct,near_results
UNIVCABLES,2025-11-08/2025-11-14,True,True,5,-3.79,13.27,-7.28,-14.81,True
FEDERALBNK,2025-11-15/2025-11-21,True,False,12,17.64,21.69,-1.13,17.64,False
HEROMOTOCO,2025-11-15/2025-11-21,True,True,3,-0.72,6.42,-1.62,-6.98,True
MANOMAY,2025-11-15/2025-11-21,True,True,3,-11.91,9.38,-13.07,-25.24,True
TBOTEK,2025-11-15/2025-11-21,True,True,2,-4.95,2.63,-6.36,-11.08,False
MAHLIFE,2025-11-22/2025-11-28,True,True,2,-5.06,1.02,-8.54,-12.68,False
MUTHOOTMF,2025-11-22/2025-11-28,True,True,2,-10.21,0.65,-11.13,-6.22,False
SHRIPISTON,2025-11-29/2025-12-05,True,True,7,-5.91,18.72,-6.97,8.6,False
SHRIPISTON,2025-12-06/2025-12-12,True,True,5,-7.95,8.68,-8.29,-6.58,False
JKTYRE,2025-12-13/2025-12-19,True,True,11,-7.64,24.88,-12.17,-15.97,False
NMDC,2025-12-20/2025-12-26,True,True,4,-8.55,3.86,-8.92,-4.46,False
AJANTPHARM,2025-12-27/2026-01-02,True,True,2,-9.96,0.42,-10.68,-5.69,False
CANBK,2025-12-27/2026-01-02,True,True,4,-5.2,3.4,-5.71,-16.11,False
CANTABIL,2025-12-27/2026-01-02,True,True,3,-4.11,6.33,-8.37,-21.52,False
CRAFTSMAN,2025-12-27/2026-01-02,True,True,3,-10.16,0.7,-11.1,-13.59,False
CSBBANK,2025-12-27/2026-01-02,True,True,3,-0.53,16.99,-7.33,-27.95,False
HINDPETRO,2025-12-27/2026-01-02,True,True,3,-16.22,2.69,-16.44,-31.15,False
IDBI,2025-12-27/2026-01-02,True,True,3,-15.62,2.53,-18.46,-44.56,False
INDUSTOWER,2025-12-27/2026-01-02,True,True,3,-5.95,3.56,-8.62,-2.96,False
JSL,2025-12-27/2026-01-02,True,True,3,-13.2,2.86,-14.48,-17.23,False
KARURVYSYA,2025-12-27/2026-01-02,True,False,12,9.52,27.18,-7.17,9.52,False
MAHABANK,2025-12-27/2026-01-02,True,False,12,0.72,20.31,-6.58,0.72,False
NMDC,2025-12-27/2026-01-02,True,True,3,-10.16,2.02,-10.53,-9.18,False
SANSERA,2025-12-27/2026-01-02,True,True,3,-11.93,3.83,-12.46,14.49,False
UPL,2025-12-27/2026-01-02,True,True,3,-13.27,0.18,-17.1,-26.44,False
UJJIVANSFB,2026-01-03/2026-01-09,True,True,8,-6.54,13.77,-9.65,-7.28,False
PSUBANK,2026-01-10/2026-01-16,True,True,8,-6.04,11.59,-8.24,-3.4,False
UNIONBANK,2026-01-10/2026-01-16,True,False,12,7.5,16.86,-7.26,7.5,True
VEDL,2026-01-10/2026-01-16,True,True,10,-5.19,12.39,-7.4,8.79,False
BEL,2026-01-24/2026-01-30,True,True,8,-6.31,9.59,-6.66,2.88,True
GESHIP,2026-01-24/2026-01-30,True,False,12,18.27,27.07,-0.57,18.27,True
BHARATFORG,2026-01-31/2026-02-06,True,False,12,18.71,23.02,-0.44,18.71,True
CEIGALL,2026-01-31/2026-02-06,True,True,4,-6.46,3.67,-11.23,14.01,True
NYKAA,2026-01-31/2026-02-06,True,True,2,-4.12,3.1,-4.7,-4.42,True
MFSL,2026-02-07/2026-02-13,True,True,3,-6.3,4.22,-6.75,-6.4,True
MANGLMCEM,2026-02-14/2026-02-20,True,True,2,-5.9,3.91,-8.15,-2.39,False
MAHABANK,2026-02-21/2026-02-27,True,True,2,-9.29,5.56,-9.99,13.29,False
GESHIP,2026-03-07/2026-03-13,True,False,12,0.97,24.0,-8.97,0.97,False
AETHER,2026-03-14/2026-03-20,True,True,9,-8.57,10.9,-10.97,-0.6,False
DCI,2026-03-21/2026-03-27,True,True,3,-11.27,56.77,-12.54,,False
GMDCLTD,2026-04-11/2026-04-17,True,True,4,-10.47,3.48,-12.72,-19.1,False
JAYNECOIND,2026-04-11/2026-04-17,True,True,8,-5.84,21.24,-11.04,-5.2,True
VISHNU,2026-04-11/2026-04-17,True,False,12,1.95,11.34,-3.83,1.95,False
AYMSYNTEX,2026-04-18/2026-04-24,True,True,4,-10.15,8.26,-10.41,8.22,False
CEIGALL,2026-04-18/2026-04-24,True,False,12,4.66,24.37,-3.19,4.66,False
DYNAMATECH,2026-04-18/2026-04-24,True,True,3,-9.78,8.19,-12.86,-13.37,False
DHAMPURSUG,2026-04-25/2026-05-01,True,True,2,-10.55,5.62,-10.96,-10.25,False
CRAFTSMAN,2026-05-02/2026-05-08,False,False,11,2.7,9.94,-8.82,,True
DSSL,2026-05-02/2026-05-08,True,True,4,-1.7,46.82,-1.7,,False
GAEL,2026-05-02/2026-05-08,True,True,3,-11.18,2.02,-12.84,,True
STYLAMIND,2026-05-02/2026-05-08,False,False,11,35.27,64.29,-3.75,,True
UNIPARTS,2026-05-02/2026-05-08,False,False,11,21.39,27.24,-8.44,,False
NAZARA,2026-05-09/2026-05-15,True,True,2,-7.26,1.84,-8.18,,True
SOLARINDS,2026-05-09/2026-05-15,True,True,4,-2.09,7.8,-2.56,,True
APOLLOHOSP,2026-05-16/2026-05-22,False,False,9,4.45,6.87,-7.28,,True
CARYSIL,2026-05-16/2026-05-22,False,False,9,2.34,16.45,-5.52,,True
ENTERO,2026-05-16/2026-05-22,True,True,2,-18.16,2.13,-18.91,,True
HONASA,2026-05-16/2026-05-22,False,False,9,16.52,27.62,-0.82,,True
PANAMAPET,2026-05-16/2026-05-22,False,False,9,44.0,49.86,-14.51,,True
PASUPTAC,2026-05-16/2026-05-22,False,False,3,20.39,33.81,-3.39,,True
SANSTAR,2026-05-16/2026-05-22,False,False,9,-7.1,17.21,-12.53,,True
SBC,2026-05-16/2026-05-22,True,True,2,-4.11,4.55,-7.47,,True
SOLARINDS,2026-05-16/2026-05-22,True,True,3,-6.72,2.7,-7.17,,True
AIAENG,2026-05-23/2026-05-29,True,True,2,-4.24,5.51,-5.2,,True
IFCI,2026-05-30/2026-06-05,False,False,7,-10.1,22.82,-11.78,,False
AEGISLOG,2026-06-06/2026-06-12,False,False,6,41.33,50.22,-3.63,,False
ASTERDM,2026-06-06/2026-06-12,False,False,6,-4.77,1.09,-8.58,,False
CAPLIPOINT,2026-06-06/2026-06-12,False,False,6,1.32,10.84,-4.5,,False
DLINKINDIA,2026-06-06/2026-06-12,True,True,5,-11.81,7.58,-12.62,,False
EQUITASBNK,2026-06-06/2026-06-12,True,True,2,-2.42,4.08,-4.13,,False
INNOVACAP,2026-06-06/2026-06-12,False,False,6,-0.16,8.7,-4.23,,False
AURUM,2026-06-13/2026-06-19,False,False,5,7.93,29.1,-1.46,,False
AVL,2026-06-13/2026-06-19,True,True,5,-4.52,10.16,-5.83,,False
CGCL,2026-06-13/2026-06-19,False,False,5,8.04,19.97,-2.79,,False
DLINKINDIA,2026-06-13/2026-06-19,True,True,3,-4.21,3.88,-6.18,,False
FINEORG,2026-06-13/2026-06-19,True,True,3,-5.67,2.02,-8.45,,False
IRISDOREME,2026-06-13/2026-06-19,False,False,5,18.39,21.04,-7.52,,False
KPIL,2026-06-13/2026-06-19,True,True,2,-3.85,4.94,-5.09,,False
LMW,2026-06-13/2026-06-19,True,True,5,-5.98,5.57,-7.55,,False
MONARCH,2026-06-13/2026-06-19,False,False,5,2.21,5.99,-5.09,,False
NYKAA,2026-06-13/2026-06-19,False,False,5,6.89,10.93,-0.61,,False
SPAL,2026-06-13/2026-06-19,False,False,5,-2.64,18.63,-8.72,,False
UNIVASTU,2026-06-13/2026-06-19,False,False,2,-5.05,2.8,-8.97,,False
WELSPUNLIV,2026-06-13/2026-06-19,False,False,5,-0.03,7.97,-2.31,,False
AETHER,2026-06-20/2026-06-26,False,False,4,8.38,16.81,-0.92,,False
DENORA,2026-06-20/2026-06-26,False,False,4,-8.27,0.65,-11.26,,False
EMCURE,2026-06-20/2026-06-26,True,True,3,-3.87,3.34,-5.61,,False
PGIL,2026-06-20/2026-06-26,False,False,4,-4.61,3.58,-8.15,,False
PIXTRANS,2026-06-20/2026-06-26,True,True,4,-1.45,8.14,-4.19,,False
CGCL,2026-06-27/2026-07-03,False,False,3,1.66,12.88,-0.47,,False
DELHIVERY,2026-06-27/2026-07-03,True,True,2,-3.68,2.55,-5.02,,False
DIVGIITTS,2026-06-27/2026-07-03,True,True,2,-10.62,0.29,-11.25,,False
GMRAIRPORT,2026-06-27/2026-07-03,True,True,3,-5.17,2.37,-6.56,,False
TRIVENI,2026-06-27/2026-07-03,False,False,3,2.95,7.01,-2.47,,False
AKUMS,2026-07-04/2026-07-10,False,False,2,-0.97,2.98,-6.3,,False
BFINVEST,2026-07-04/2026-07-10,True,True,2,-7.25,17.88,-11.59,,False
CGCL,2026-07-04/2026-07-10,True,True,2,-5.54,3.89,-6.02,,False
EXIDEIND,2026-07-04/2026-07-10,False,False,2,4.99,7.31,-1.41,,False
INDNIPPON,2026-07-04/2026-07-10,False,False,2,2.48,9.34,-0.68,,False
IONEXCHANG,2026-07-04/2026-07-10,False,False,2,-9.44,3.54,-12.98,,False
JBCHEPHARM,2026-07-04/2026-07-10,False,False,1,-0.26,4.57,-1.46,,False
JGCHEM,2026-07-04/2026-07-10,False,False,2,9.93,14.07,-5.24,,False
NYKAA,2026-07-04/2026-07-10,False,False,2,-1.72,1.99,-3.47,,False
OBEROIRLTY,2026-07-04/2026-07-10,True,True,2,-4.41,2.24,-6.28,,True
PGHL,2026-07-04/2026-07-10,True,True,2,-1.68,2.14,-3.27,,False
RAJRATAN,2026-07-04/2026-07-10,False,False,2,1.31,12.86,-2.78,,False
SUPRAJIT,2026-07-04/2026-07-10,False,False,2,-5.01,0.73,-8.43,,False
TORNTPHARM,2026-07-04/2026-07-10,False,False,2,1.28,3.82,-4.16,,False
ARMANFIN,2026-07-11/2026-07-17,False,False,1,-2.38,1.69,-3.16,,False
BEPL,2026-07-11/2026-07-17,False,False,1,5.24,19.65,-3.78,,True
DIVISLAB,2026-07-11/2026-07-17,False,False,1,-0.16,2.46,-1.14,,False
FLUOROCHEM,2026-07-11/2026-07-17,False,False,1,9.94,11.68,-0.95,,False
IPCALAB,2026-07-11/2026-07-17,False,False,1,-7.28,1.44,-9.09,,False
SHYAMMETL,2026-07-11/2026-07-17,False,False,1,-0.25,5.83,-1.91,,True
SUMEETINDS,2026-07-11/2026-07-17,False,False,1,-15.33,4.97,-15.33,,False
TFCILTD,2026-07-11/2026-07-17,False,False,1,2.11,3.19,-6.47,,True
